Referência:;2019;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;janeiro;;fevereiro;;março;;abril;;maio;;junho;;julho;;agosto;;setembro;;outubro;;novembro;;dezembro;
001.007.0002 - Transporte e Distribuição;001.0001 - Salários;17611,94053;16498,42536;17502,87477;13518,71497;19666,09138;20199,73266;17545,47988;20194,54112;20520,38118;20585,32217;20586,54888;16254,92708;16321,43776;21349,507;16394,80264;14602,34217;19156,96007;22396,60521;18402,46927;17542,41882;16713,21132;19606,55496;15761,92888;21908,97594
001.007.0003 - Aquisição e Compras;001.0001 - Salários;10596,61759;13204,41082;10382,13015;7510,131866;12727,13617;8386,21855;9688,527953;10602,33061;9594,323419;9540,156204;13023,63244;8408,150094;9945,123401;12461,5354;10252,55854;11178,72435;10824,30389;10389,35926;8843,350771;9372,470773;10791,47551;11418,50253;10987,46885;12030,80467
001.007.0004 - Planejamento de Suprimentos;001.0001 - Salários;2527,588897;2116,249551;2826,856708;2717,533146;2973,270483;2476,783831;2883,007802;2320,340813;2430,358419;2232,721559;2638,070644;3513,542538;3559,773602;2908,054465;2188,93175;2282,176221;2874,798458;2229,370452;2848,674533;3131,370563;2706,115452;2818,222187;2107,942829;2402,486406
001.008.0001 - Suporte Técnico;001.0001 - Salários;30569,98488;35921,68136;28226,41891;27333,55123;28347,09094;24228,50181;25994,77132;29088,6015;41493,44246;31665,09449;25653,66926;34263,0267;34444,0726;37284,33274;30740,30023;31341,14036;31025,03794;38455,54527;31607,22377;27830,64287;39189,0825;26047,95515;30340,74251;31038,28414
001.008.0002 - Desenvolvimento de Software;001.0001 - Salários;25385,36174;22908,87088;21529,85464;29542,35131;20472,92699;16490,85254;20184,22757;28022,78122;29889,32525;28708,30483;26430,12134;22755,28824;21764,25006;23851,33137;22878,68638;26342,18528;23465,77164;26060,39344;26924,73979;25360,43491;21485,6192;23750,38855;22657,563;21112,79039
001.008.0003 - Gerenciamento de Redes;001.0001 - Salários;12658,10884;15910,71563;18814,48184;15067,27896;20119,84961;12725,0368;18894,49272;13259,38543;15041,38105;17767,66701;15638,33994;14096,57028;16884,97895;18410,89665;14030,81835;15667,26885;15624,27919;16459,29579;15861,54507;15415,93864;16807,25816;20443,86142;13216,70036;20441,19146
001.008.0004 - Segurança da Informação;001.0001 - Salários;5718,249318;6268,758325;6691,23542;8061,064117;7620,356387;9588,77898;8553,274472;6909,855682;8582,101408;9041,683498;6663,280842;7435,800792;6000,075744;8957,658642;7844,122053;6289,151412;9063,860759;7455,734151;10090,39676;8945,659887;9919,222434;8852,244958;8084,076002;8992,383792
001.009.0001 - Novos Projetos;001.0001 - Salários;21607,89766;20488,00979;18671,67311;23239,09757;18808,661;21964,96012;24275,82904;20558,82574;22395,65367;22838,19805;25754,76468;25568,60688;22473,00842;15370,11767;19602,21294;15548,25866;16908,47129;21958,33573;21947,54101;24995,52327;24125,79457;26183,23346;25364,24736;26142,18168
001.009.0002 - Gestão de Projetos;001.0001 - Salários;12585,40692;16777,16175;18736,59253;13036,16256;12670,09355;15015,95558;20440,71401;15377,18793;17148,46192;15965,4334;18347,24702;16851,9922;19048,29163;15811,5289;16765,77959;16499,86326;17417,45007;12216,98677;15574,42527;15200,75406;17780,97428;19095,49897;15590,23157;17322,24413
001.009.0003 - Desenho Tecnico;001.0001 - Salários;9202,907826;8767,401694;12020,32534;10420,88801;13046,85951;10557,2205;10194,68821;11142,04087;11636,67394;10052,56422;9832,738493;8521,842083;12959,28661;8988,850813;12158,44106;9155,269544;10980,50535;12388,29308;9746,280696;9935,042477;8761,751847;13864,50915;11030,68963;12293,00168
001.009.0004 - Gerencia da Engenharia;001.0001 - Salários;4728,043628;4074,172677;4454,268729;4275,219228;6211,613323;6072,0356;4634,700842;6256,541435;5367,918116;5580,73204;5584,524933;6649,374503;5140,025311;6196,204886;5211,479606;6267,244403;5240,374408;5409,02162;5392,758936;4644,597693;5626,6159;6639,082551;5521,237473;5838,216366
001.010.0001 - Equipamentos;001.0001 - Salários;67285,94278;64341,47443;80621,37821;57104,69945;67852,60981;70627,20243;77614,49968;48309,51156;72132,72776;71016,40833;77016,52563;70272,28451;85380,00312;60117,31993;51527,32637;64691,95673;55764,99046;79628,57479;62836,91241;92466,39773;57402,11461;53200,8345;51007,81534;64080,15268
001.010.0002 - Utilidades;001.0001 - Salários;32515,83439;27881,81429;32094,86124;22989,4744;31675,68378;25563,73587;40306,12889;37054,29032;32673,35353;34792,22127;35519,33092;35446,09704;32551,97218;40884,56112;27127,70173;33908,69653;24828,22707;32515,70415;28173,00838;42583,90987;37656,91184;39106,99187;33674,60702;43000,82802
001.010.0003 - Predial;001.0001 - Salários;8398,009803;11649,58359;11632,01331;9932,370106;8612,084808;9436,178374;9156,41837;11907,83087;9934,475533;14196,75473;12532,41229;14340,47468;13571,86377;14172,95888;11637,27098;8360,067349;8386,374199;10611,80556;11273,66243;10739,42182;9821,895402;9798,930475;9217,01729;12927,467
001.001.0001 - Linha de Produção;001.0002 - Horas Extras;218028,7102;224119,3935;265520,3997;252651,6993;158887,7906;184609,0259;240627,192;207685,8365;393250,2154;358796,18;260232,7327;237225,397;173779,7383;160632,988;218751,7668;283509,4803;254033,3161;261519,2498;313981,7967;152960,5114;425864,6185;460924,6676;169413,3773;114312,8609
001.001.0002 - Gerência de Produção;001.0002 - Horas Extras;43590,84505;43982,34702;45036,96398;36191,60393;41042,91557;34406,73595;50184,52059;35470,23782;76917,20492;61908,40144;66059,59217;49876,0673;34403,57437;24003,77818;46981,99405;50813,49765;51316,4431;44259,02947;46580,30139;32843,6093;61510,3167;75677,75214;25034,9658;23910,14418
001.002.0001 - Equipe de Vendas;001.0002 - Horas Extras;24594,42498;20531,56344;29083,74152;23148,31136;21103,32316;20026,50241;22831,63642;21942,56087;34528,39411;25982,55756;34073,46936;29078,34624;19985,43165;18726,83706;31554,77159;25809,20378;27532,07716;24402,43608;24257,2512;14243,21632;52981,97692;34451,43036;18910,04241;10855,73499
001.002.0002 - Marketing Digital;001.0002 - Horas Extras;10631,47816;9192,161667;8413,766168;8900,839742;7718,297056;8047,08068;9298,807694;9472,394307;12354,89548;11196,3553;17040,32311;11213,67919;8339,252916;6964,521463;12277,48098;11594,07645;11396,02173;13092,3698;13577,08976;6462,262741;16944,73581;15194,52026;8819,861788;6128,615666
001.002.0003 - Pesquisa de Mercado;001.0002 - Horas Extras;2825,988037;2903,972215;4084,008794;4525,855852;2966,257383;2855,196105;4562,366089;3881,971332;5973,488641;4558,628367;5173,023012;4808,868247;3549,4595;2056,223632;3889,357097;4739,356221;4463,943261;4030,988735;5430,577259;2527,980819;6546,717092;6846,757642;3225,58313;2158,977903
001.002.0004 - Gerência de Vendas;001.0002 - Horas Extras;2129,896153;2026,274441;1677,838062;1710,127883;1287,283578;1688,240875;2530,609023;1733,568539;3269,894203;2926,088035;2559,618038;2173,502516;1635,745935;1456,206158;2469,898537;2134,723001;2028,301513;2088,142657;2039,821081;1480,545357;4255,612588;4349,878715;1386,840106;868,8463551
001.003.0001 - Recrutamento e Seleção;001.0002 - Horas Extras;2916,839411;3391,458761;2504,577034;3461,241158;4035,71835;2662,940296;3636,70447;4018,746964;4719,501421;4557,690507;5077,214985;3951,966928;2162,966619;2666,920258;3592,040473;3674,050352;3678,729351;3604,382295;4121,92552;2548,888931;5660,606334;6319,553126;2902,810279;2049,218948
001.003.0002 - Treinamento e Desenvolvimento;001.0002 - Horas Extras;2508,989929;2538,776573;3239,723147;2191,786453;2441,102209;2560,205588;3432,021624;2479,713226;4733,272685;4201,891224;3980,942823;3486,059216;2524,004008;1820,953574;3401,920885;3012,575363;2376,424362;2873,385443;3668,674335;1822,911601;5839,963213;4804,109806;1999,047655;1388,452594
001.003.0003 - Remuneração e Benefícios;001.0002 - Horas Extras;2585,168711;2393,777498;2565,834543;2303,333388;1715,417196;1620,743454;2643,980046;2803,632858;3430,961016;2725,523777;3511,140468;2521,974388;1775,236633;1862,986304;2331,544045;2605,328923;3224,038353;2508,791339;3174,297966;1614,662541;3414,479452;3380,987774;1725,576987;1205,776563
001.003.0004 - Relações Trabalhistas;001.0002 - Horas Extras;1759,289652;1669,570797;1891,039205;1341,049607;1836,538242;1763,439544;1480,700814;1963,630496;2824,471673;2642,743091;2017,84356;2486,815011;1755,737954;1007,104148;1592,187102;2003,398734;1887,820506;1745,999865;1987,34762;949,960772;2595,788482;3117,88196;1320,523872;896,9336623
001.003.0005 - Gerência de RH;001.0002 - Horas Extras;966,1759346;1183,282756;1273,218926;1005,554284;1180,221473;946,901307;1486,416847;943,6280773;1983,069972;1177,545446;1114,91863;1703,042218;777,7483207;613,2657609;1351,736731;1648,218273;1418,398975;1206,037816;1236,753687;650,0646449;1551,884479;2094,799793;793,0124032;672,4804631
001.004.0001 - Contabilidade Geral;001.0002 - Horas Extras;3091,472116;2151,766615;2479,48716;2698,788994;2730,673008;2324,364164;2819,474268;2776,222023;5128,995908;4399,088473;3886,451878;4253,682161;2291,548229;2032,477592;2953,763571;2871,771672;2926,994916;3915,229465;3969,667898;2822,393151;5441,573621;4046,625296;1774,652879;1374,622156
001.004.0002 - Planejamento Financeiro;001.0002 - Horas Extras;1413,248479;1624,429433;1625,281118;1558,771463;1241,372123;1990,198535;1725,839252;2424,178875;2689,197235;2776,585534;2447,151704;1785,275457;1986,252783;1202,014001;2085,44798;2989,117927;1970,898079;1626,353309;2240,3415;1388,868782;4174,779971;3893,89129;1312,551714;983,4430817
001.004.0003 - Tesouraria;001.0002 - Horas Extras;1366,816609;1388,404859;1655,851286;1513,563525;1537,286482;1163,343509;1322,902566;2029,753475;1865,259163;2140,124869;2492,035612;1663,792076;1134,850984;1093,126013;1462,449263;1438,171136;1417,558519;1309,04391;1543,698265;1277,926231;2852,743473;2940,4179;1004,081451;825,4279522
001.004.0004 - Controladoria;001.0002 - Horas Extras;929,8994346;904,1863103;1121,12234;1038,997072;1027,074103;1013,933397;975,368195;1171,8605;1651,192222;1681,925127;1607,587662;1709,394544;1003,543607;772,2784123;1200,768068;1482,432948;1023,272377;1098,498955;1453,177083;796,5013034;2374,712265;2261,502528;607,0940245;652,8611907
001.005.0001 - Pesquisa e Desenvolvimento;001.0002 - Horas Extras;3429,402415;3132,475668;4675,70668;2962,84522;2909,440095;2980,726258;4541,239282;3870,162291;4998,131526;6120,701169;6027,163834;3624,974258;3137,026487;2345,101935;3825,083598;4424,091149;5049,944423;4138,169572;4859,701505;3215,040547;6614,70303;7132,435207;3016,070806;1956,344419
001.006.0001 - Testes de Qualidade;001.0002 - Horas Extras;7732,120923;5548,594014;6949,001914;7854,548309;8568,269877;8236,527087;7460,687638;9254,854502;13959,40041;8724,041965;10017,31092;12011,30343;6542,40035;5130,218467;8273,558075;8324,200137;7113,215586;7272,118076;10420,21775;5573,955131;12587,62682;16168,35136;6072,110716;4170,81035
001.006.0002 - Inspeção de Produtos;001.0002 - Horas Extras;2006,792771;2117,962806;2528,341498;2244,550871;1928,86514;1694,784066;3041,199817;2276,753509;3321,341123;3191,985143;2691,66346;2719,537084;2040,969638;1984,628399;2078,364148;2015,75474;2368,367553;2367,305888;3035,925516;1360,228237;4619,317068;4147,48299;1490,787333;1392,344187
001.006.0003 - Documentação Legal;001.0002 - Horas Extras;1169,445148;846,838734;1263,654723;896,2501089;1000,128485;760,1554975;1042,194926;1167,676666;1619,93662;1478,826037;1476,193437;1244,804196;784,4910918;837,0464999;1178,433316;1175,626061;1197,146456;1196,910445;1309,548933;760,7303228;1966,608805;1916,621304;858,5841426;471,6945904
001.007.0001 - Gerenciamento de Estoques;001.0002 - Horas Extras;2556,469635;2842,765339;2751,413972;2747,391278;3070,386087;3358,023126;3479,734748;2825,162653;4697,338254;3957,977405;3683,062;4032,69341;3409,08062;2050,349953;4362,184594;3507,98559;4204,160477;3489,980427;3331,024497;2419,082494;6100,128937;5344,835713;2737,737668;1590,828107
001.007.0002 - Transporte e Distribuição;001.0002 - Horas Extras;2658,981137;2332,525878;2296,702209;2922,914007;2339,910519;2316,740174;2298,834294;2381,231637;4739,381133;4108,352091;4065,678068;3188,601611;1775,427874;1769,418214;2662,992485;2981,626039;2482,668825;2131,555627;4217,562554;1794,898136;4985,067318;5491,132366;2240,16034;1125,406217
001.007.0003 - Aquisição e Compras;001.0002 - Horas Extras;1804,162068;1422,363843;1754,353775;1602,536017;1334,970362;1142,993507;1229,603937;1452,483101;2013,783316;1941,739512;2238,878502;2351,688177;1292,788015;1183,225101;1486,530818;1637,905903;1717,395162;1683,081218;1894,305217;1137,191519;2389,398291;2365,542422;1055,086684;810,1032746
001.007.0004 - Planejamento de Suprimentos;001.0002 - Horas Extras;443,587734;326,0375445;280,2143888;435,1223485;263,7196369;310,0436785;446,3007256;429,5775039;650,7028701;529,9110132;465,9069031;570,8995798;381,2654967;236,3544352;384,3670011;412,050415;409,3719806;371,015063;503,4243334;305,9552553;668,8216543;682,3184433;341,6889283;158,8169705
001.008.0001 - Suporte Técnico;001.0002 - Horas Extras;5676,894877;4236,877646;4422,716825;3776,090842;3532,695663;4857,692684;4250,482202;5882,159434;6144,288862;6243,63388;5985,7921;6092,772304;3609,759101;2607,954602;5440,003528;4576,239819;4579,696367;4245,63911;6186,965717;3788,609553;9448,067723;8463,7975;3939,013914;2340,890394
001.008.0002 - Desenvolvimento de Software;001.0002 - Horas Extras;3538,783478;4211,102692;4134,782004;2826,005799;2540,823314;3110,767703;3315,008081;3800,088406;5314,449251;4924,390428;4848,359941;5615,889302;2718,534298;2358,189527;4628,111161;3928,55103;4077,499116;3846,853307;3225,508643;2589,823491;7881,747991;6294,002102;2266,168278;1655,71552
001.008.0003 - Gerenciamento de Redes;001.0002 - Horas Extras;2579,715351;2192,265762;2658,186072;1912,645243;2294,916249;1617,585161;2038,989167;1947,227147;3116,496166;2636,40332;2660,028937;3024,591875;1650,700948;1179,895838;2684,12154;2522,762743;2205,318863;2388,008477;3451,329941;1783,543082;5123,053662;3765,250963;1626,26401;1467,335382
001.008.0004 - Segurança da Informação;001.0002 - Horas Extras;1140,616241;1045,930195;1350,841226;1056,727344;1357,74333;1124,518599;1265,77455;1294,290913;2222,367944;1515,217597;1839,987092;1489,381191;820,7319214;731,5880682;1160,768889;1468,799341;987,1532399;1210,098759;1535,711272;737,5704316;1748,108645;1955,013542;874,5702805;475,7939978
001.009.0001 - Novos Projetos;001.0002 - Horas Extras;3113,747577;2778,884269;3277,434321;2088,720182;2593,290561;2630,344247;2549,103784;3026,047081;4494,650654;5012,721867;4435,13435;3514,698881;2708,486281;2340,388601;3182,93654;3810,620229;3181,820749;3116,433712;4631,835527;2608,832042;3824,571601;5456,94935;2286,254013;1792,28223
001.009.0002 - Gestão de Projetos;001.0002 - Horas Extras;1911,090372;2489,535513;1871,045869;2250,210633;1876,264452;1846,216475;2865,723922;2525,780068;3981,521258;2995,339793;2707,108266;2969,716281;2106,563962;1388,840452;2563,678095;3012,196457;2390,218612;2160,101309;3259,946935;1441,174404;3163,760196;4660,241051;1471,764518;1287,217525
001.009.0003 - Desenho Tecnico;001.0002 - Horas Extras;1959,170828;1555,904931;1338,501184;1375,886861;1436,843855;1222,268273;1639,458223;1899,236186;2392,209918;2330,098944;2469,02046;2024,248953;1336,224453;1145,014789;1443,703688;1516,549356;2030,831456;1344,512503;2041,75372;1068,868078;3021,739122;2667,240592;1014,060829;708,6261944
001.009.0004 - Gerencia da Engenharia;001.0002 - Horas Extras;735,9108132;765,4036253;762,8268667;657,1173545;818,1094047;755,1095438;706,6121281;665,8202822;1069,799935;895,9028861;1207,893177;1096,008959;568,995008;562,8121471;1147,556431;885,3222987;797,7660817;888,3279485;913,3218527;718,3464887;1286,11874;1397,488053;623,481446;500,4973752
001.010.0001 - Equipamentos;001.0002 - Horas Extras;10040,55547;9398,499525;9369,962602;8643,998265;7360,425884;7120,680371;9552,000647;10790,22583;11140,07832;9452,441817;12333,56512;9859,447789;7904,077263;7155,95723;12479,52641;10983,61453;7558,717649;11341,1176;15025,94784;6935,759231;14360,78743;16440,72836;7650,523791;3710,609258
001.010.0002 - Utilidades;001.0002 - Horas Extras;3351,955903;4706,275326;3626,295679;4626,078998;5191,544595;3342,967529;4772,936961;4168,518739;6192,63256;5473,231715;5920,342384;5287,808524;3322,616382;2537,288778;5867,536182;4283,564315;4775,634466;4724,037245;4883,269765;3453,404005;7031,202912;6733,667274;3055,529366;2179,386355
001.010.0003 - Predial;001.0002 - Horas Extras;1704,934097;1493,358949;1562,417018;1190,196061;1838,214317;1043,228561;1586,484896;1848,848696;2417,456778;2479,403388;2461,882599;1464,067287;1311,681445;1017,240649;1454,14676;1904,986054;1377,441293;1614,704708;1566,317927;854,8016569;2554,004977;2335,639771;1184,548362;810,476293
001.001.0001 - Linha de Produção;001.0003 - Indenizações;14081,78715;13142,00571;6064,255979;15978,71067;10845,96401;16936,55792;21510,37757;12296,74813;20786,07929;22953,37336;21860,01285;11326,65668;22250,34278;3844,456953;19578,03427;4371,950343;9460,974704;10955,11001;9337,865254;3296,093026;12754,98017;23118,86386;9294,373545;4708,311581
001.001.0002 - Gerência de Produção;001.0003 - Indenizações;1961,710399;2755,106694;1064,010964;2724,197402;1985,086321;3310,460716;3550,921499;2582,935257;4629,427708;4444,250863;4008,104885;2211,688958;4446,26393;558,6369795;3746,334917;728,852276;2472,651664;1521,097641;2517,792895;577,4294406;1969,813424;3126,958906;2351,149894;856,4347038
001.002.0001 - Equipe de Vendas;001.0003 - Indenizações;1073,440222;1749,359032;823,0748088;1976,326003;970,950183;1737,727825;2795,00906;980,6266426;2049,206269;3007,75858;2017,749407;1301,035115;3046,44384;435,959216;1667,614709;478,5548693;1225,831445;1021,095463;1146,319803;478,9700762;1331,706017;1723,737665;1002,302186;493,0045262
001.002.0002 - Marketing Digital;001.0003 - Indenizações;499,0426891;783,144261;325,9405638;784,8946287;439,6414219;729,8861148;972,2890525;462,2726856;920,6688819;802,0342208;1285,542153;734,0326063;1085,003685;111,4823331;782,6619715;200,9406553;553,5311587;539,4486001;435,0920161;187,0459921;616,9769401;856,243608;479,7219209;198,3118921
001.002.0003 - Pesquisa de Mercado;001.0003 - Indenizações;238,6209871;243,2396967;110,1520081;259,8435318;208,0330463;246,5642954;341,9566663;182,2482129;513,4467854;468,6482695;317,8414333;195,4548922;384,7617359;42,62425698;333,4483457;76,22060278;179,1324881;169,36854;186,5752011;79,00821974;184,6015005;271,8195808;192,6854692;91,58860115
001.002.0004 - Gerência de Vendas;001.0003 - Indenizações;110,2704956;115,0939315;45,67538273;162,6028513;84,80960788;143,3567425;225,4706904;89,67508583;241,3245043;188,9358608;217,3747122;95,39057969;247,7621736;27,35706714;208,5808217;37,80347403;113,4008056;80,75193748;106,3866749;29,43941918;103,6704451;169,4084481;94,83967649;46,45448916
001.003.0001 - Recrutamento e Seleção;001.0003 - Indenizações;176,9423541;238,8180208;95,05217187;289,0690212;196,0954076;226,6642373;393,4582307;196,4286313;406,8778551;300,3448526;340,2773166;187,3585706;342,9533388;46,09532764;357,0725203;59,76059323;186,263622;195,4592798;165,0610507;71,45877985;156,3467097;301,0400011;179,8092318;74,7335843
001.003.0002 - Treinamento e Desenvolvimento;001.0003 - Indenizações;196,2920712;198,3752907;58,13479932;243,8868383;110,8347166;203,7344909;255,6311806;194,6517179;324,8397634;338,9797594;335,0436389;187,050463;380,1920762;48,22183923;287,2169232;44,05197122;133,0100505;130,0915832;146,3896316;56,70637463;189,4266378;223,2564904;141,508849;65,75408181
001.003.0003 - Remuneração e Benefícios;001.0003 - Indenizações;122,8828762;171,5030944;48,94759379;155,8339573;131,9500403;183,586716;286,9865925;136,6031247;255,2308342;224,6025209;227,3139407;155,8502181;242,864206;42,35912216;179,740313;33,81623916;134,3359425;93,68685067;137,1621469;30,45529757;95,1290321;147,9250883;155,1390249;60,79456346
001.003.0004 - Relações Trabalhistas;001.0003 - Indenizações;95,74768901;97,20151941;47,14098638;98,6007188;54,48876353;152,3902409;164,6746301;103,0434732;204,2806983;162,432293;205,3940323;93,87704308;185,3870342;22,65688158;135,7505943;37,74599711;95,38433053;57,33998317;75,06645249;27,56497614;77,09440905;138,1968444;84,9382391;34,51792388
