Referência:;2023;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;janeiro;;fevereiro;;março;;abril;;maio;;junho;;julho;;agosto;;setembro;;outubro;;novembro;;dezembro;
001.004.0003 - Tesouraria;001.0001 - Salários;11903,75;13753,87333;12382,83;14052,12082;14069,61;17371,06034;16007,39;17636,36487;14151,57;0;13422,4;0;14531,4;0;15398,97;0;14828,92;0;17238,43;0;13293,85;0;14633,85;0
001.004.0004 - Controladoria;001.0001 - Salários;8470,34;10185,65587;12252,13;13568,02269;10125,39;10149,4397;9760,99;9616,239313;12655,38;0;9280,93;0;12206,65;0;12539,49;0;10308,23;0;10684,47;0;10303,97;0;12970,67;0
001.005.0001 - Pesquisa e Desenvolvimento;001.0001 - Salários;37272,57;38207,54463;30026,8;30215,85689;34648,38;43609,94159;32127,93;40846,41314;29354,7;0;31975,65;0;30767,6;0;34239,99;0;32742,08;0;41297,63;0;32817,68;0;41854,37;0
001.006.0001 - Testes de Qualidade;001.0001 - Salários;57723,72;78724,24928;76822,62;87169,43151;56904,72;68470,68795;65716,56;106995,5416;63799,94;0;71035,47;0;66037,52;0;69881,24;0;75244,53;0;69107,96;0;69087,21;0;62110,47;0
001.006.0002 - Inspeção de Produtos;001.0001 - Salários;18961,16;26475,43569;17330,72;19155,25917;24105,54;19031,56261;23086,3;22815,97243;19552,14;0;23312,1;0;17442,05;0;23635,58;0;23662,18;0;24924,31;0;20384,63;0;20510,13;0
001.006.0003 - Documentação Legal;001.0001 - Salários;11389,65;10528,52866;8913,78;8364,630016;11359,05;11580,23266;11713,52;11270,61976;12392,42;0;12664,68;0;10623,23;0;12091,61;0;13429,03;0;10303,22;0;10669,19;0;10575,88;0
001.007.0001 - Gerenciamento de Estoques;001.0001 - Salários;26451,27;33515,43645;24028,64;26881,45391;24298,3;26088,69161;31503,9;29243,68342;29328,89;0;27708,52;0;33062,38;0;26377,21;0;35827,32;0;34793,91;0;27349,22;0;23866,95;0
001.007.0002 - Transporte e Distribuição;001.0001 - Salários;27146,54;27266,89733;27197,97;31181,71468;19031,85;27370,15254;29034,29;33113,33599;21136,46;0;23391,97;0;22708,79;0;27187,53;0;27161,72;0;22007,63;0;23090,18;0;25120,84;0
001.007.0003 - Aquisição e Compras;001.0001 - Salários;11089,94;18447,88994;15804,69;12856,59587;11765,83;14553,4921;13997,19;20796,07313;13961,54;0;13100,04;0;12479,19;0;16300,25;0;12113,56;0;14609,23;0;15320,21;0;13805,22;0
001.007.0004 - Planejamento de Suprimentos;001.0001 - Salários;3572,77;3896,029197;2911,96;4650,060322;3887,69;4194,38029;4165,55;4925,886533;2969,81;0;4080,59;0;3139,7;0;3038,15;0;3189,66;0;3011,34;0;3987,71;0;3821,19;0
001.008.0001 - Suporte Técnico;001.0001 - Salários;39459,17;59331,61973;37300,92;44563,87403;45307,41;45699,31161;40687,79;52295,12086;49322,13;0;50641,35;0;39992,23;0;36460,57;0;49268,02;0;41317,04;0;48941,25;0;41088,48;0
001.008.0002 - Desenvolvimento de Software;001.0001 - Salários;32454,43;43806,67527;24908,05;31624,4694;28144,2;30234,80242;27591,58;35793,48709;36624,77;0;27225,43;0;27319,52;0;31168,55;0;39678,07;0;29561,61;0;35507,55;0;28506,17;0
001.008.0003 - Gerenciamento de Redes;001.0001 - Salários;22837,79;21946,51537;22271,15;28362,47535;20810,07;18221,30519;24553,94;23559,13872;18431;0;21804,03;0;24293,49;0;22723,03;0;26095,88;0;23774,73;0;21858,86;0;20532,58;0
001.008.0004 - Segurança da Informação;001.0001 - Salários;11003,35;11113,6022;10870,37;13477,29931;9572,58;14893,22352;10888,99;12523,51076;10990,82;0;11455,15;0;8734,15;0;11868,71;0;13434,8;0;11835,78;0;10994,38;0;11742;0
001.009.0001 - Novos Projetos;001.0001 - Salários;30777,21;29970,05208;25225,34;39042,23684;24177,08;36394,58991;32435,62;31431,95071;23350,47;0;27562,22;0;23043,65;0;25028;0;32529,06;0;30840,46;0;35243,1;0;33561,87;0
001.009.0002 - Gestão de Projetos;001.0001 - Salários;17571,47;21859,30342;22806,44;17331,59223;21903,73;20490,52698;23596,26;24218,62906;17983,77;0;23471,81;0;25768,26;0;17509,14;0;23492,14;0;24076,74;0;26430,12;0;25908,14;0
001.009.0003 - Desenho Tecnico;001.0001 - Salários;13621,11;18946,03301;12853,79;13441,09932;15348,15;13830,83195;14462,03;16145,91583;16307,19;0;16380,29;0;15592,37;0;15190,65;0;17973,62;0;17354,5;0;16788,74;0;12849,82;0
001.009.0004 - Gerencia da Engenharia;001.0001 - Salários;6347,78;7629,502416;5785,74;7261,748583;7699,05;8345,781684;6016,23;9428,295322;6894,68;0;7692,7;0;8497,12;0;7790,8;0;6513,7;0;6221,68;0;7961,25;0;6221,02;0
001.010.0001 - Equipamentos;001.0001 - Salários;72095,91;70410,88643;88985,61;85563,85001;81813,23;81034,05852;72622,53;81004,01071;93495,41;0;86166,65;0;89407,2;0;69131,52;0;83373,44;0;84088,42;0;96522,12;0;82217,22;0
001.010.0002 - Utilidades;001.0001 - Salários;36637,15;41824,47865;37794,54;46031,68291;42316,82;49774,94307;47076,71;42609,39957;39464,09;0;41247,31;0;47275,09;0;45230,54;0;47371,68;0;39370,48;0;40650,35;0;44481,41;0
001.010.0003 - Predial;001.0001 - Salários;11827,82;13142,84742;15273,04;15557,16104;15604,66;16629,7453;14534,66;15332,67748;15283,21;0;15145,68;0;14613,03;0;14588,35;0;12112,74;0;13703,29;0;14923,53;0;14908,48;0
001.001.0001 - Linha de Produção;001.0002 - Horas Extras;197082,84;316266,3795;308856,46;301117,2497;237878,79;441984,7846;421022,09;503768,7413;308697,67;0;260609,76;0;325310,42;0;448047,59;0;489024,44;0;515963,66;0;413829,68;0;463378,25;0
001.001.0002 - Gerência de Produção;001.0002 - Horas Extras;31495,97;57623,74423;59473,74;48836,73724;57130,36;55747,64023;106745,26;98753,85378;70074,62;0;52494,37;0;54625,34;0;77551,68;0;92881,26;0;70139,51;0;80941,46;0;76572,06;0
001.002.0001 - Equipe de Vendas;001.0002 - Horas Extras;20094,69;36770,8127;36634,22;24075,43836;29643,49;34095,49888;57599,35;51724,08522;34087,85;0;36140,97;0;35440,9;0;34112,75;0;50233,22;0;46275,35;0;37736,66;0;35444,17;0
001.002.0002 - Marketing Digital;001.0002 - Horas Extras;8863,55;16496,76718;14969,66;10647,30603;11477,94;17041,26448;21092,45;24325,83496;12835,15;0;13633,6;0;17741,03;0;17784;0;25371,82;0;19296,25;0;15537,78;0;14253,33;0
001.002.0003 - Pesquisa de Mercado;001.0002 - Horas Extras;3642,25;4836,033666;6759,28;4456,116366;5137,24;6401,157347;7796,35;8672,175285;6185,62;0;5659,52;0;6657,64;0;7095,79;0;8241,38;0;8325,43;0;7229,06;0;8177,74;0
001.002.0004 - Gerência de Vendas;001.0002 - Horas Extras;1646,18;3465,135743;3275,9;2331,375855;2463,9;3147,844699;4011,82;5608,138259;2988,41;0;3133;0;2583,32;0;3029,08;0;6126,19;0;3792,75;0;3938,15;0;3934,88;0
001.003.0001 - Recrutamento e Seleção;001.0002 - Horas Extras;3222,86;5083,307334;4895,48;4117,775511;3579,49;6319,851092;8057,91;10856,40448;6372,23;0;4852,58;0;5249,66;0;6939,64;0;9482,94;0;6469,24;0;6640,5;0;6288,23;0
001.003.0002 - Treinamento e Desenvolvimento;001.0002 - Horas Extras;2276,69;4199,553103;4511,03;2615,784333;3479,39;4163,815076;5636,11;7373,160299;3973,05;0;3205,71;0;5071,84;0;4384,64;0;8878,29;0;4842,07;0;5117,95;0;4299,5;0
001.003.0003 - Remuneração e Benefícios;001.0002 - Horas Extras;1807,21;4180,887937;4104,29;2972,619247;2684,45;3077,545263;4929,06;5878,0891;3221,4;0;2910,18;0;3422,76;0;3433,12;0;6360,97;0;5323,44;0;4491,96;0;4279,59;0
001.003.0004 - Relações Trabalhistas;001.0002 - Horas Extras;1667,11;1945,430867;2472,52;1769,0207;2200,35;2640,171577;4491,67;5392,493894;2946,9;0;2804,04;0;2868,85;0;3545,46;0;4523,98;0;4077,56;0;3504,59;0;3073,29;0
001.003.0005 - Gerência de RH;001.0002 - Horas Extras;1034,03;1436,34781;1710,08;1379,454907;1522,58;2286,557056;2505,18;3685,447784;1757,42;0;1866,27;0;1490,13;0;1957,62;0;3441,97;0;2000,32;0;1946,37;0;2278,2;0
001.004.0001 - Contabilidade Geral;001.0002 - Horas Extras;3076,88;4852,691464;5643,44;3093,050553;3507,89;4926,869206;7140,6;8749,650152;5521,05;0;3607,11;0;4975,69;0;4785,65;0;8090,72;0;5218,52;0;5110,57;0;6634,91;0
001.004.0002 - Planejamento Financeiro;001.0002 - Horas Extras;1592,27;2626,481658;2759,1;2928,232377;1982,31;2978,996898;3637,73;4538,779035;3476,33;0;2823,44;0;2870,54;0;3870,93;0;5488,85;0;3123,94;0;3985,76;0;2903,3;0
001.004.0003 - Tesouraria;001.0002 - Horas Extras;1458,58;1806,444617;2290,56;1547,125607;2248,33;2700,905196;3414,21;3877,237214;2398,76;0;2055,96;0;2650,4;0;2291,96;0;4686;0;3502,42;0;3106,18;0;2388,91;0
001.004.0004 - Controladoria;001.0002 - Horas Extras;854,75;1384,540465;2097,55;1385,73371;1160,6;1927,777008;2115,06;2938,398253;2069,67;0;1633,53;0;1712,54;0;1961,29;0;2955,19;0;2223,05;0;1901,83;0;1993,93;0
001.005.0001 - Pesquisa e Desenvolvimento;001.0002 - Horas Extras;2689,55;3904,883354;6542,07;4077,768735;4416,3;8006,333188;10131,57;9263,802703;5967,74;0;4949,2;0;5585,3;0;6079,29;0;10851,77;0;8580,54;0;6645,64;0;7411,98;0
001.006.0001 - Testes de Qualidade;001.0002 - Horas Extras;6291,54;11427,7122;10472,03;9524,699543;10308,56;13097,89615;21134,27;18493,83704;11372,06;0;8971,4;0;11065,51;0;15219,91;0;20987,99;0;14086,39;0;12976,99;0;12917,63;0
001.006.0002 - Inspeção de Produtos;001.0002 - Horas Extras;1572,51;3243,434917;4137,62;2636,487797;2492,83;3792,087073;4757,58;7081,419166;3355,52;0;2942,38;0;3109,42;0;4401,55;0;5842,85;0;4432,74;0;4642,89;0;3860,12;0
001.006.0003 - Documentação Legal;001.0002 - Horas Extras;780,98;1351,664035;1909,92;1598,761581;1396,32;2135,534748;2540,39;2147,9834;1488,24;0;1836,87;0;1751,95;0;2327,25;0;3377,16;0;2257,89;0;2308,22;0;2386,18;0
001.007.0001 - Gerenciamento de Estoques;001.0002 - Horas Extras;2396,62;4146,389628;3860,75;3536,715121;4329,74;4335,21771;7443,64;8588,780029;5444,34;0;4111,08;0;5026,86;0;5716,06;0;8635,47;0;7274,94;0;4888,81;0;4739,68;0
001.007.0002 - Transporte e Distribuição;001.0002 - Horas Extras;2245,21;3030,450357;4913,38;3119,965565;3769,81;5049,682172;6930,6;8225,171867;3486,4;0;3762,3;0;3947,4;0;4276,39;0;5813,32;0;4753,69;0;5464,5;0;4557,57;0
001.007.0003 - Aquisição e Compras;001.0002 - Horas Extras;1350,13;2758,708928;2495,18;1867,395168;1682,89;2172,379571;3814,97;4105,79067;2803,26;0;2306,82;0;2716,44;0;3287,82;0;4178,98;0;2988,58;0;2806,19;0;3065,99;0
001.007.0004 - Planejamento de Suprimentos;001.0002 - Horas Extras;281,08;663,3352023;527,42;546,7946053;562,78;547,2432019;927,06;1036,691428;590,97;0;506,18;0;527,29;0;612,78;0;1085,35;0;816,28;0;536,31;0;787,47;0
001.008.0001 - Suporte Técnico;001.0002 - Horas Extras;4403,3;5597,708288;5900,87;4907,900201;5464,45;8948,470566;9543,42;9226,54767;5913,6;0;7521,59;0;7969,8;0;9423,84;0;13399,79;0;9374,41;0;8230,43;0;8056,89;0
001.008.0002 - Desenvolvimento de Software;001.0002 - Horas Extras;3389,15;4226,292123;5166,44;4907,926516;3503,47;5338,714937;8874,8;7818,854348;4491,55;0;4051,54;0;4701,63;0;5721,13;0;8741,74;0;5950,7;0;7131,04;0;7240,75;0
001.008.0003 - Gerenciamento de Redes;001.0002 - Horas Extras;1607,76;3775,962519;3381,76;3198,873592;2444,53;4366,818122;5445,86;7386,726877;3078,72;0;3000,89;0;3992,08;0;3355,59;0;6903,01;0;5248,73;0;3808,49;0;4696,76;0
001.008.0004 - Segurança da Informação;001.0002 - Horas Extras;1163,41;1669,283797;1691,23;1357,235715;1280,89;2080,147064;2782,11;3011,203052;1597,68;0;1829,71;0;2074,44;0;2327,29;0;3317,53;0;2162,62;0;1941,89;0;2477,73;0
001.009.0001 - Novos Projetos;001.0002 - Horas Extras;2421,9;4007,76935;4380,35;4632,384199;3648,15;4507,809307;7007,64;8200,533043;4920,83;0;4085,29;0;4444,64;0;4744,9;0;6564,89;0;5847,88;0;6118,82;0;6177,26;0
001.009.0002 - Gestão de Projetos;001.0002 - Horas Extras;2004,39;3863,423477;3881,95;2289,510199;3261,96;4695,995786;4283,25;5345,155999;2992,44;0;2862,53;0;3899,21;0;3762,11;0;5923,03;0;5034,76;0;4135,66;0;3459,79;0
001.009.0003 - Desenho Tecnico;001.0002 - Horas Extras;1061,35;2381,22421;2576,74;1697,897961;1631,43;2319,198027;2886,65;4529,623346;2184,88;0;1941,16;0;2755,27;0;3113,35;0;4578,23;0;3700,6;0;2229,05;0;2348,95;0
001.009.0004 - Gerencia da Engenharia;001.0002 - Horas Extras;592,84;1142,990298;1331,16;789,4428075;788,65;1348,008354;1597,82;1845,507589;1116,9;0;864,11;0;958,25;0;1342,46;0;2244,63;0;1565,79;0;1410,66;0;1158,73;0
001.010.0001 - Equipamentos;001.0002 - Horas Extras;9003,03;12522,24199;15579,82;12146,30363;12545,36;15361,62434;22351,01;22963,85767;12317,21;0;13127,91;0;15800,49;0;15651,25;0;26272,4;0;20781,56;0;13587,23;0;18215,55;0
001.010.0002 - Utilidades;001.0002 - Horas Extras;4094,83;5108,912753;6158,37;4935,8319;5767,12;7588,561932;12165,81;14501,94253;8216,18;0;5413,59;0;6521,73;0;7322,58;0;12990,24;0;7433,88;0;6881,08;0;7747,44;0
001.010.0003 - Predial;001.0002 - Horas Extras;1116,92;1875,398107;2562,21;2049,335995;2169,68;2485,668608;3508,84;3298,706463;1956,3;0;2088,54;0;2524,9;0;2759;0;4711,14;0;2804,18;0;2841,11;0;2259,33;0
001.001.0001 - Linha de Produção;001.0003 - Indenizações;11519,82;21333,15212;10631,58;12349,62531;11662,87;23043,44803;9901,57;14061,24552;10807,71;0;11778,59;0;12588,8;0;8645,52;0;10630,55;0;9340,91;0;10977,62;0;11119,4;0
001.001.0002 - Gerência de Produção;001.0003 - Indenizações;1546,79;2661,434528;2184,65;2133,948369;1587,92;3854,086341;1791,73;1999,444302;1593,55;0;1752,63;0;1774,72;0;1645,43;0;1571,59;0;1549;0;2197,56;0;1815,65;0
001.002.0001 - Equipe de Vendas;001.0003 - Indenizações;980,68;1724,640905;871,86;949,0744202;1230,4;3220,944665;1184,74;1252,423197;1025,92;0;890,09;0;1016,5;0;1218,36;0;1189,21;0;1279,37;0;1194,94;0;1023,38;0
001.002.0002 - Marketing Digital;001.0003 - Indenizações;388,33;700,2087429;419,56;503,3655716;372,16;1287,234786;430,32;533,151446;431,93;0;443,9;0;483,73;0;417,31;0;410,94;0;377,02;0;460,26;0;485,41;0
001.002.0003 - Pesquisa de Mercado;001.0003 - Indenizações;145,41;287,621812;206,73;195,4991638;213,57;344,3747541;153,85;167,8447156;163,05;0;210,1;0;192,26;0;161,5;0;213,46;0;183,41;0;174,45;0;203,8;0
001.002.0004 - Gerência de Vendas;001.0003 - Indenizações;77,19;150,3268765;85,35;86,22332697;97,08;216,6020326;95,12;103,9995158;87,01;0;76,12;0;94,9;0;78,46;0;101,26;0;98,21;0;79,66;0;82,31;0
001.003.0001 - Recrutamento e Seleção;001.0003 - Indenizações;194,07;284,6527081;189,47;181,1866387;143,51;376,8989462;167,04;204,206049;134,31;0;164,99;0;166,88;0;190,31;0;152,84;0;135,44;0;169,85;0;140,77;0
001.003.0002 - Treinamento e Desenvolvimento;001.0003 - Indenizações;153,83;256,8890303;125,78;183,6164285;138,15;396,2229182;140,5;203,3223067;133,17;0;133,74;0;150,37;0;128,19;0;141,52;0;143,73;0;121,62;0;150,4;0
001.003.0003 - Remuneração e Benefícios;001.0003 - Indenizações;103,73;163,2654457;90,84;98,47849062;103,26;197,6361714;105,07;111,255012;111,21;0;111,93;0;119,77;0;113,28;0;102,78;0;122,7;0;116,07;0;99,61;0
001.003.0004 - Relações Trabalhistas;001.0003 - Indenizações;77,19;123,5339374;74,46;64,89841596;73,34;229,300341;77,57;100,2446846;74,63;0;66,6;0;71,18;0;91,93;0;94,49;0;78,59;0;92,2;0;89,53;0
001.003.0005 - Gerência de RH;001.0003 - Indenizações;56,01;84,04152784;44,05;55,01025926;58,89;153,4113151;56,37;56,90578071;60,84;0;45,81;0;60,86;0;50,14;0;56,01;0;43,69;0;59,26;0;56,06;0
001.004.0001 - Contabilidade Geral;001.0003 - Indenizações;156,73;282,45305;137,29;132,8410118;129,07;367,4516252;147,46;122,1917066;115,79;0;130,13;0;119,91;0;131,52;0;141,79;0;161,33;0;119,47;0;152,51;0
001.004.0002 - Planejamento Financeiro;001.0003 - Indenizações;104,85;116,498675;83,02;100,8819209;84,75;183,227309;79,75;91,41865805;73,29;0;74,86;0;103,83;0;98,97;0;97,44;0;79,06;0;91,05;0;74,55;0
001.004.0003 - Tesouraria;001.0003 - Indenizações;70,51;97,29214275;58,34;70,10456295;74,74;156,3167554;63,97;66,67085415;77,12;0;64,51;0;58,26;0;63,92;0;81,3;0;83,91;0;64,7;0;69,66;0
001.004.0004 - Controladoria;001.0003 - Indenizações;52,76;96,92521683;62,59;57,22012995;48,73;155,1009783;59;74,21580134;47;0;56,27;0;56,19;0;62,72;0;57,54;0;46,74;0;48,74;0;61,28;0
001.005.0001 - Pesquisa e Desenvolvimento;001.0003 - Indenizações;174,93;352,599585;158,3;211,0548419;210,71;411,9889762;159,7;214,707374;174,76;0;174,54;0;165,01;0;216,13;0;196,17;0;166,53;0;176,09;0;205,49;0
001.006.0001 - Testes de Qualidade;001.0003 - Indenizações;446,91;608,4345193;363,05;367,2527844;310,23;896,8761753;451,79;474,0062201;389,45;0;322,33;0;434,94;0;369,88;0;423,03;0;452,76;0;382,05;0;349,29;0
001.006.0002 - Inspeção de Produtos;001.0003 - Indenizações;114,21;182,017923;118,86;110,9804405;107,79;280,1845676;121,12;91,18585067;87,47;0;102,21;0;114,02;0;91,87;0;94,99;0;111,91;0;106,17;0;129,61;0
001.006.0003 - Documentação Legal;001.0003 - Indenizações;58,67;95,29194071;60,17;66,28825471;62,21;101,91445;48,04;61,52137716;46,29;0;58,85;0;62,76;0;56,71;0;58,24;0;49;0;45,04;0;52,04;0
001.007.0001 - Gerenciamento de Estoques;001.0003 - Indenizações;171,22;253,452662;138,33;151,6402356;127,05;312,1360831;166,24;127,9963931;159,66;0;135,37;0;153,38;0;169,16;0;171,85;0;165,91;0;144,12;0;137,27;0
001.007.0002 - Transporte e Distribuição;001.0003 - Indenizações;130,67;220,9049552;140,6;157,7153643;129,48;266,866313;150,94;127,9783452;114,46;0;115,25;0;137,82;0;146,61;0;115,02;0;127,69;0;133,47;0;138,22;0
001.007.0003 - Aquisição e Compras;001.0003 - Indenizações;84,22;119,3779465;81,58;86,18764979;70,23;147,6664679;75,42;65,06247163;60,09;0;61,92;0;80,36;0;85,54;0;69,63;0;86,38;0;69,34;0;66,18;0
001.007.0004 - Planejamento de Suprimentos;001.0003 - Indenizações;21,51;27,26009462;17,32;17,64539226;16,37;46,73558533;16,11;18,8505868;21,63;0;20,01;0;21,07;0;16,52;0;17,86;0;16,48;0;21,63;0;18,3;0
001.008.0001 - Suporte Técnico;001.0003 - Indenizações;187,66;487,7496441;243,59;230,5867257;185,91;433,4284628;194,57;206,4366625;238,42;0;227,23;0;177,24;0;175,57;0;212,44;0;179,27;0;199,6;0;230,69;0
001.008.0002 - Desenvolvimento de Software;001.0003 - Indenizações;153,21;211,901112;142,69;181,215383;134,88;407,8906741;177,06;217,370012;190,55;0;166,56;0;155,87;0;157,55;0;155,09;0;134,47;0;189,52;0;192,43;0
001.008.0003 - Gerenciamento de Redes;001.0003 - Indenizações;120,92;196,9339843;129,07;134,5723724;110,26;267,0556309;88,47;127,7502269;102,88;0;129,35;0;127,3;0;87,67;0;89,39;0;109,15;0;118,45;0;90,28;0
001.008.0004 - Segurança da Informação;001.0003 - Indenizações;46,34;88,42306425;47,27;62,61524229;51,69;125,9877673;52,89;59,2257482;63,54;0;48,53;0;43,77;0;51,52;0;45,4;0;44,66;0;50,92;0;60,61;0
001.009.0001 - Novos Projetos;001.0003 - Indenizações;142,64;198,9416814;147,4;151,8388243;167,68;336,4799542;121,42;190,6465138;133,17;0;129,66;0;159,81;0;134,7;0;132,2;0;155,34;0;155,91;0;157,34;0
001.009.0002 - Gestão de Projetos;001.0003 - Indenizações;126,04;156,7564736;95,65;106,0731981;114,92;277,6096713;102,62;108,6690632;115,59;0;113,15;0;99,61;0;127,8;0;101,51;0;119,68;0;128,94;0;129,7;0
001.009.0003 - Desenho Tecnico;001.0003 - Indenizações;65,17;115,8347131;68,55;82,02353562;84,22;170,8718252;73,68;69,767373;84,65;0;83,93;0;79,46;0;76,21;0;76,71;0;78,83;0;74,73;0;63,98;0
001.009.0004 - Gerencia da Engenharia;001.0003 - Indenizações;32,06;56,30929089;39,31;51,17202474;39,4;107,2157489;35,68;44,47312521;41,6;0;29,19;0;39,12;0;33,88;0;35,74;0;38,8;0;42,71;0;40,97;0
001.010.0001 - Equipamentos;001.0003 - Indenizações;450,19;805,6367733;442,72;516,24456;477,11;1067,004609;517,31;504,0991446;464,79;0;394,17;0;381,69;0;450,08;0;514,4;0;491,19;0;388,61;0;441,89;0
001.010.0002 - Utilidades;001.0003 - Indenizações;191,44;376,3902395;184,66;186,1784472;232,96;466,43953;239,73;267,7875462;173,76;0;201,14;0;205,43;0;199,64;0;202,4;0;205,3;0;255,72;0;209,91;0
001.010.0003 - Predial;001.0003 - Indenizações;58,37;150,8979637;80,9;82,12637265;68,54;153,226321;74,83;64,91375628;72,16;0;75,58;0;73,89;0;58,68;0;60,56;0;64,12;0;83,77;0;73,43;0
001.001.0001 - Linha de Produção;001.0004 - Décimo Terceiro;173571,96;292319,5901;240144,86;206100,3211;218573,32;240629,2104;272763,93;289864,1359;224690,46;0;198390,37;0;184361,16;0;206841,65;0;240808,33;0;269303,48;0;254412,82;0;224883,7;0
001.001.0002 - Gerência de Produção;001.0004 - Décimo Terceiro;28748,6;45680,00093;35244,74;45904,06476;35420;35143,66466;36956,27;57511,43638;35031,49;0;34603,25;0;37127,34;0;36217,79;0;37369,42;0;46212,45;0;32276,4;0;41883,01;0
001.002.0001 - Equipe de Vendas;001.0004 - Décimo Terceiro;20572,04;29032,82238;21952,41;23083,04128;23257,88;22865,18138;27408,66;32433,85134;19885,47;0;23041,12;0;17391,01;0;26084,59;0;20779,62;0;26567,14;0;23785,39;0;27598,54;0
001.002.0002 - Marketing Digital;001.0004 - Décimo Terceiro;6981,03;8824,44232;7389,04;10232,5673;7029,68;10722,13641;12023,65;10315,84496;7383,77;0;9095,22;0;8563,05;0;7814,98;0;10663,98;0;10806,08;0;9341,02;0;10166,76;0
001.002.0003 - Pesquisa de Mercado;001.0004 - Décimo Terceiro;2713,99;4886,397143;3414,57;3651,700288;3924;3452,14195;4342,06;4172,607056;2991,92;0;4258,31;0;3657,51;0;4199,12;0;4304,16;0;3776,73;0;3610,91;0;4441,73;0
001.002.0004 - Gerência de Vendas;001.0004 - Décimo Terceiro;1316,88;2068,054292;2069,47;2093,500783;1506,61;2141,527132;2085,12;2574,407362;1636,02;0;1543,86;0;1700,62;0;2058,45;0;1727,23;0;1940,64;0;1958,99;0;2051,26;0
