Referência:;2022;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;janeiro;;fevereiro;;março;;abril;;maio;;junho;;julho;;agosto;;setembro;;outubro;;novembro;;dezembro;
001.008.0003 - Gerenciamento de Redes;001.0001 - Salários;19000,37;19526,87;17945,04;16260,97;20713,41;15206,35;17944,7;21466,33;16687,7;20018,68;21960,44;22634,03;16945,45;15992,28;17677,34;20953,83;20867,23;22237,21;21984,34;23071,86;18720,72;22366,6;23774,37;17265,62
001.008.0004 - Segurança da Informação;001.0001 - Salários;9242,71;8879,51;8391,6;10167,34;8227,26;10021,23;10544,75;8298,67;11067,31;10017,12;10265,18;8418,31;9502,71;8094,42;8397,4;11754,94;12443,27;9897,17;11317,44;10577,73;10687,11;10533,11;9067,47;10761,75
001.009.0001 - Novos Projetos;001.0001 - Salários;28819,29;25741,75;20823,38;20512,39;20306,64;27312,26;30184,32;28724,01;23809,3;25564,58;24349,87;22872,58;22833,24;23367,47;25538,48;30379,54;23425,23;24284,6;33575,53;26277,43;30023,04;26868,73;29770,19;26614,77
001.009.0002 - Gestão de Projetos;001.0001 - Salários;15498,48;15336,82;16729,54;20545,66;19873,12;15622,36;21155,6;20854,08;19229,42;22145,84;17006,2;19303,98;22029,36;21105,87;22276,02;21176,93;20189,77;20027,41;24111,86;24035,24;16987,62;22075,32;23815,37;23432,75
001.009.0003 - Desenho Tecnico;001.0001 - Salários;14070,59;10859,48;13596,59;11080,92;11336,13;12281,58;15590,88;12124,85;13396,46;12545,37;14451,15;12597,07;14766,99;10755,04;11306,43;11858,03;14242,36;13043,6;11865,69;12534,23;13607,92;16076,54;12058,47;11712,17
001.009.0004 - Gerencia da Engenharia;001.0001 - Salários;6543;4783,91;6928,74;5201,89;5754,68;5473,13;6001,72;5255,89;7479,87;5345,46;7899,67;5374,18;6324,13;5489,08;8078,16;6168,98;7032,54;7080,73;7079,63;6009,23;8132,75;5685,91;7707,68;6794,01
001.010.0001 - Equipamentos;001.0001 - Salários;68325,23;80883,82;64115,68;76403,85;83245,57;64876,74;96045,42;76595,34;95333,96;83774,53;75355,82;67220,57;76906,98;66198,38;85685,37;91569,84;69743,18;84817,76;100692,15;71166,25;74427,34;92449,03;88860,63;76817,1
001.010.0002 - Utilidades;001.0001 - Salários;32108,47;33273,08;37609,22;34778,93;39495,18;36944,47;45659,69;32255,15;39451,19;33725,6;44014,52;38059,76;34567,98;40840,53;40541,62;45111,85;42500,48;34190,45;35270,21;48460,4;36784,05;46296,88;47717,93;42053,19
001.010.0003 - Predial;001.0001 - Salários;13883,71;11562,55;12776,32;11935,29;10343,7;12857,68;15153,73;14136,94;12213,42;14573,44;15543,6;12793,43;12248,2;12305,4;11404,31;12831,71;14554,62;13743,98;14770,98;13149,27;12236,71;13899,46;12539,97;14820,55
001.001.0001 - Linha de Produção;001.0002 - Horas Extras;331019,22;160897,03;366829,38;309200,07;241314,87;249041;472408,06;406125,42;351055,79;293586,6;371187,68;243358,41;314802,32;282915,55;490027,04;355787,71;462745,83;508640,32;480996,83;401926,79;458521,83;362423,38;500142,93;379388,62
001.001.0002 - Gerência de Produção;001.0002 - Horas Extras;56965,19;26872,05;52345,55;60722,65;48444,6;37242,61;88927,03;80795,46;51707,08;57926,7;51420,4;45192,73;57386,42;51947,36;77138,41;58082,12;110993,43;99700,36;71228,7;77174,09;62777,48;59862,82;86882,43;59267,55
001.002.0001 - Equipe de Vendas;001.0002 - Horas Extras;34288,84;11704,51;30678,69;23856,69;30593,92;21092,69;49436,59;47658,6;38177,2;33683,19;30857,11;27115,73;29128,94;23380,76;47231,69;33312,73;47977,05;60754,07;42833,29;37195,12;34865,78;34645,59;46755,5;35645,66
001.002.0002 - Marketing Digital;001.0002 - Horas Extras;12313,55;6884,42;13255,52;10090,09;10875,9;8096,43;18187,13;20711,67;14724,08;13086,51;13884,3;10461,46;14828,73;9777,95;19629,99;11332,39;25380,55;22368,84;19140,71;16748,85;20028,97;11073,03;20668,52;13919,21
001.002.0003 - Pesquisa de Mercado;001.0002 - Horas Extras;5362,17;2264,17;5617,89;5829,34;5405,17;3773,26;7994,09;7529,63;5495,05;5864,36;5611,64;3349,51;5189,69;4076,18;7248,15;5427,01;9516,52;8271,47;5688,2;6309,54;7753,35;4954,34;7220,19;5575,02
001.002.0004 - Gerência de Vendas;001.0002 - Horas Extras;2514,99;1288,45;3043,93;2119,79;1981,01;1591,18;4227,7;4116,69;2867,57;2242,11;3251,83;2041,79;2405,72;2274,88;4009,47;2891,99;4694,02;4850,52;3703,54;2874,38;3662,88;2971,22;3650,78;2461,92
001.003.0001 - Recrutamento e Seleção;001.0002 - Horas Extras;3662,1;1745,87;4059,06;3832,5;4953,82;2892,43;7102,58;5137,88;6026,6;3973,23;4122,7;3705,79;6275,43;4972,47;8391,15;5356,22;8394,47;7207,36;6763,96;6141,93;6153,24;5733,03;7448,62;4475,23
001.003.0002 - Treinamento e Desenvolvimento;001.0002 - Horas Extras;3311,99;1519,51;4690,17;3191,59;3713,32;3039,07;7226,55;4979,77;4436,51;4032,09;3998,27;2910,24;4034,76;3378,78;5370,96;4461,71;7582,59;6882,11;4969,19;5330,28;5483,79;3661,93;4496,62;4076,69
001.003.0003 - Remuneração e Benefícios;001.0002 - Horas Extras;2985,13;1516,22;3398,14;2697,72;2845,56;1736,74;5181,33;4016,53;4186,51;2520,61;3183,41;2147,71;4095,12;3269,11;4342,15;3670,14;5399,5;5484,29;4254,43;3604,52;4351,23;2954,33;4879,5;3952,08
001.003.0004 - Relações Trabalhistas;001.0002 - Horas Extras;2421,04;855,83;2121,58;2177,81;2407,9;1521,56;3139,85;3506,81;2620,61;2130,35;2232,88;1951,1;3093,72;1815,81;4146,34;2504,52;3800,12;4403;3589,38;2451,5;2975,91;2293,58;2622,64;2728,41
001.003.0005 - Gerência de RH;001.0002 - Horas Extras;1411,37;804,85;1510,29;1187,54;1235,91;889,89;2692,14;1716,32;1828,14;1737,22;1646,47;1409,74;1624,96;1210,89;2728,83;1655,34;3414,01;2857,2;1928,21;1881,65;2172,95;1335,08;2506,09;1958,16
001.004.0001 - Contabilidade Geral;001.0002 - Horas Extras;3456,69;2093,9;3988,25;4361,31;3276,22;2986,42;8060,97;5686,8;4105,6;4104,46;4803,74;3870,9;4345,37;4059,9;6879,68;4136,41;8789,45;8092,19;5687,24;5895,79;4695,15;5117,08;5404,2;5224,28
001.004.0002 - Planejamento Financeiro;001.0002 - Horas Extras;2612,96;1079,65;2589,57;2811,12;2741,59;1525,39;3505,47;3746,11;3508,29;2237,25;2329,2;1827,54;3443,34;2808,68;3885,86;2910,5;3906,65;3555,14;3853,76;3172,74;4157,48;2203,53;3730,51;3037,73
001.004.0003 - Tesouraria;001.0002 - Horas Extras;2330,06;918,64;2229,75;1698,64;1802,12;1516,02;4028,12;2255,64;2259,81;2196,31;1839;1524,34;2562,23;1514,41;2847,45;1974,62;3886,79;2953,09;3011,42;2714,11;2558,89;2425,64;2564,28;1966,32
001.004.0004 - Controladoria;001.0002 - Horas Extras;1286,87;755,32;1700,72;1329,6;1223,25;1149,18;3037,05;1680,13;2109,49;1652,44;1963,43;1332,1;1997,04;1266,45;2386,71;1341,8;2673,65;2511,22;2410,17;1516,65;2503,82;1885,94;1908,72;1962,79
001.005.0001 - Pesquisa e Desenvolvimento;001.0002 - Horas Extras;5295,03;2385,73;5128,54;5372,9;4871,43;2975,45;9283,06;6723,8;7316,41;4628,5;6692,63;3576,73;4956,72;5562,33;6628,07;6243,06;8460,32;8725,65;6382,67;7200,47;7164,51;5340,37;6558,04;5380,68
001.006.0001 - Testes de Qualidade;001.0002 - Horas Extras;10378,04;5460,1;10614,71;11756,13;8870,47;7703,71;21110,94;15149,51;10489,74;11762,72;14026,01;9983,83;12151,28;11645,84;17909,86;13413,1;16905,06;18680,58;15987,66;13308,88;16807,39;12831,23;17964,37;13088,45
001.006.0002 - Inspeção de Produtos;001.0002 - Horas Extras;3146,97;1611,22;3262,66;3203,2;2887,08;1798,34;4326,3;3506,58;3812,85;2702,28;4035,08;2167,05;3184,34;2393,79;5456,39;3711,25;6504,44;5137,65;4570,47;3892,99;3538,08;3688,55;4957,35;3213,74
001.006.0003 - Documentação Legal;001.0002 - Horas Extras;1574,11;678,84;1440,11;1320,93;1571;980,07;2457,21;2471,47;1514,86;1260,21;1642,98;1252,23;2089,79;1635,02;2692,57;1512,89;3374;2924,2;2180,98;1868,14;2537,79;1691,68;2206,25;1660,33
001.007.0001 - Gerenciamento de Estoques;001.0002 - Horas Extras;4692,27;1914,76;5110,29;4327,73;4089,02;2876,88;6564,4;4474,04;5171,26;3189,71;3677,94;3307,53;5731,06;3291,31;6546,2;3787,42;8096,89;6412,47;5828,57;4130,13;6149,3;4972,73;4749,93;4804,79
001.007.0002 - Transporte e Distribuição;001.0002 - Horas Extras;3509,13;1962,74;3557,75;3921,7;3240,53;2271,58;5310,21;5087,68;4095,91;3953,98;4476,63;3254,27;4601,27;2778,59;6736,31;3569,21;7867,73;6265,87;4367,1;3452,07;5431,63;4073,34;5482,09;4478,14
001.007.0003 - Aquisição e Compras;001.0002 - Horas Extras;2179,03;792,54;1937,34;1736,82;1617,37;1143,58;3219,11;3146,47;2728,67;1771,86;2662,84;1937,78;2563,37;2101,35;3436,83;2125,36;3325,72;3931,43;3141,98;2069,6;2595,76;2431,75;2655,42;2580,26
001.007.0004 - Planejamento de Suprimentos;001.0002 - Horas Extras;427,03;237,53;654,72;507,14;420,19;381,65;715,31;757,01;582,89;541,06;644,8;414,97;620,28;481,77;826,8;612,73;888,8;959,68;723,36;533,24;849,07;451,23;649;508,67
001.008.0001 - Suporte Técnico;001.0002 - Horas Extras;6276,79;2571,37;6898,97;6268,14;5919,8;3574,54;12409;9018,58;7102,28;5271,96;6309,88;5123,45;7876,79;4754,41;11157,86;5664,09;11530,85;8479,45;7768,86;8664,15;8145,97;5169,3;7696,77;6161,3
001.008.0002 - Desenvolvimento de Software;001.0002 - Horas Extras;4720,06;1880,08;4215,44;4360,32;4613,17;3477,63;8275,69;5916,4;4638,51;3587,12;4793,35;4169,54;5330,46;4148,23;7887;5579,64;9511,32;7342,05;6367,74;6330,31;6227,27;4375,04;7799,38;4406,75
001.008.0003 - Gerenciamento de Redes;001.0002 - Horas Extras;3178,74;1252,74;3404,87;2502,29;2937,86;2223,06;5952,62;4469,55;4391,07;2498,07;4062,02;2046,54;3653,34;3077,52;4457,81;2985,95;5109,92;5647,92;4181,66;3679,11;3622,64;2829,07;4693,22;3573
001.008.0004 - Segurança da Informação;001.0002 - Horas Extras;1287,4;591,98;1344,86;1440,13;1283,9;1194,01;2570,73;1703,16;2030,45;1382,9;1695,14;1398,56;2123,04;1483,92;2813,97;1476,38;3119,29;3022,28;2198,15;1854,99;2160,74;1880,54;2189,11;1698,74
001.009.0001 - Novos Projetos;001.0002 - Horas Extras;4710,21;1753,23;4552,51;3830,92;3509,26;2696,24;7706,55;5555,48;5118,59;3618,87;4671,49;3633,56;5084,78;3529,22;7388,31;4752,36;7074,86;6336,69;6452;5696,51;5439,46;3433,77;6475,58;5015,29
001.009.0002 - Gestão de Projetos;001.0002 - Horas Extras;2773,28;1362,19;3502,59;2989,24;2362,61;1781,93;4519,72;4245,47;3093,29;3470,7;3997,96;2153,13;3669,69;2789,75;4215,64;2721,36;6324,83;5352,65;4276,82;4079,27;4530,58;3439,92;3589,22;3380,33
001.009.0003 - Desenho Tecnico;001.0002 - Horas Extras;1694,49;763,24;1968,19;1563,63;2234,27;1430,58;3379,64;2536,69;2227,78;1588,49;2062;1789,95;2351,8;2082,64;2945,17;2116,39;3170,92;3419,08;2741,82;2022,95;3367,09;1724,66;2976,15;2227,73
001.009.0004 - Gerencia da Engenharia;001.0002 - Horas Extras;1116,53;435,36;1054,89;1005,25;836,24;688,4;1912,58;1423,59;1127,28;824,77;1066,41;845,46;1388,36;861,86;1678,13;945,82;1872,06;1608,32;1107,15;1131,26;1600,06;933,97;1391,45;988,01
001.010.0001 - Equipamentos;001.0002 - Horas Extras;10000,21;6425,7;12276,3;11979,53;12224,52;8149,87;19842,04;18916,62;13944,43;11892,41;14081,65;9030,49;15406,18;9578,34;18321,66;12092,2;19597,88;18685,2;13507,68;16174,1;20541,77;14857,76;19033,6;13287,46
001.010.0002 - Utilidades;001.0002 - Horas Extras;6058,05;2787,91;7705,72;5192,79;5265,68;4853,88;10991,85;8888,59;8189,8;7117,46;7873,1;5287,1;8167,35;5198,86;11022,68;6926,24;11934,35;9837,21;8958,54;5937,96;7099,42;5170,16;10244,72;5679,62
001.010.0003 - Predial;001.0002 - Horas Extras;2137,86;778,4;1850,29;1658,93;1792,04;1478,84;3547,41;2229,47;2634,92;1674,37;2361,66;1435,87;2858,65;2143,66;2851,4;2568,23;3238,02;3091,93;2912,02;2837,57;3062,01;2394,83;3021,38;2485,89
001.001.0001 - Linha de Produção;001.0003 - Indenizações;15953,95;5737,84;11192,24;10309,79;14050,46;11183,87;11480,07;15510,29;12016,16;13077,51;13572,36;10927,6;12016,26;22259,07;12470,08;10612,7;14820,19;10168,04;12227,87;14573,77;14409,87;12854,94;15222,56;26192,63
001.001.0002 - Gerência de Produção;001.0003 - Indenizações;2864,32;1159,63;1931,31;2427,8;1946,18;1863,78;2511,04;2557,34;2796,25;2384,98;2202,32;1591,47;2740,27;3692,46;2824,24;2650,43;2095,99;1894,7;1963,24;2922,04;2659,26;2567,18;2686,4;3821,14
001.002.0001 - Equipe de Vendas;001.0003 - Indenizações;1614,15;524,93;1527,05;1325,93;1616,68;887,75;1550,14;1863,76;1176,04;1200,1;1312,02;978,59;1183,12;2068,36;1109,9;1177,81;1356,05;1207,26;1488,22;1907,09;1275,11;1473,93;1397,72;2590,79
001.002.0002 - Marketing Digital;001.0003 - Indenizações;563,38;273,99;584,15;434,34;638,06;382,45;658,96;681,48;651,69;473,52;499,38;414,19;560,21;993,64;501,3;602,33;614,48;507,8;600,18;631,77;582,72;603,92;639,32;908,18
001.002.0003 - Pesquisa de Mercado;001.0003 - Indenizações;183,8;120,36;192,01;188,45;230,12;170,54;235,83;258,09;248,23;197,73;267,01;183,57;186,23;284,71;232,95;251,92;258,88;146,35;267,57;303,28;232,63;273,93;258,86;393,64
001.002.0004 - Gerência de Vendas;001.0003 - Indenizações;115,58;50,18;128,52;108,25;118,25;77,41;131,04;152,51;135,75;91,51;128,92;87,69;119,21;190,26;117,78;123,3;122,45;90,44;96,2;150,6;120,65;144,39;136,25;234,48
001.003.0001 - Recrutamento e Seleção;001.0003 - Indenizações;198,28;108,14;223,96;150,63;176,63;176,85;214,73;231,11;195,45;193,75;192,54;187,63;235,86;306,4;225,03;212,29;196,2;140,02;214,46;262,69;202,83;214,59;243,66;357,91
001.003.0002 - Treinamento e Desenvolvimento;001.0003 - Indenizações;185,64;76,22;145,84;121,75;170,49;128,11;157,33;215,88;200,64;128,35;199,07;129,75;154,95;240,5;143,74;171,23;189,13;122,23;164,92;212,31;151,88;174,27;150,66;328,79
001.003.0003 - Remuneração e Benefícios;001.0003 - Indenizações;151,07;62,17;111,64;117,36;116,49;100,62;110,96;149,82;147,11;111,57;118,89;92,73;117,82;197,08;123,51;154,67;134,75;98,47;157,81;189,06;116,36;166,8;137,4;274,03
001.003.0004 - Relações Trabalhistas;001.0003 - Indenizações;121,71;54;107,46;103,03;98,1;66,43;112,95;125,22;109,38;87,91;107,54;90,65;122,99;153,26;110,31;106,27;96;69,4;88,13;119,91;83,27;104,34;95,85;233,89
001.003.0005 - Gerência de RH;001.0003 - Indenizações;63,76;34,24;78,29;50,07;68,18;48,16;62,21;68,49;69,1;49,19;81,5;50,71;76,04;115,87;76,72;53,08;69,68;58,23;71,01;93,65;71,47;83,5;74,33;142
001.004.0001 - Contabilidade Geral;001.0003 - Indenizações;155,11;91,02;155,52;180,49;217,29;116,17;216,47;226,65;178,84;125,22;161,64;130,08;177,43;319,81;172,19;201,14;215,85;150,88;199,39;234,27;194,26;217,07;158,93;367,96
001.004.0002 - Planejamento Financeiro;001.0003 - Indenizações;91,89;56,03;97,27;105,79;114,14;82,5;121,1;136,88;104,87;106,3;111,63;101,05;102,96;164,37;111,03;114,55;93,41;96,59;115,96;151,75;123,3;156,65;111,44;256,05
001.004.0003 - Tesouraria;001.0003 - Indenizações;103,36;37,11;94,84;88,5;104,25;73,58;78,25;102,85;98,72;63,89;82,68;60,51;85,08;138,59;99,73;76,44;105,07;63,4;91,33;104,9;86,62;108,53;96,55;210,04
001.004.0004 - Controladoria;001.0003 - Indenizações;58,69;27,19;77,03;53,46;82,07;52,54;70,12;66,46;68,19;67,3;81,15;57,03;70,25;118,96;82,17;60,25;77,43;53,54;71,64;81,33;59,28;66,45;58,66;142,47
001.005.0001 - Pesquisa e Desenvolvimento;001.0003 - Indenizações;236,4;98,23;197,85;156,12;217,4;199,15;242,02;285,7;256,73;212,3;215,19;169,18;230,09;329,87;202,21;239,66;207,75;204,08;239,64;240,6;208,37;262,96;274,98;355,87
001.006.0001 - Testes de Qualidade;001.0003 - Indenizações;416,1;259,27;449,02;358,57;515,4;395,07;469,8;589,56;432,49;399,9;393,38;334,22;492,38;678,66;556,57;378,51;442,28;422;452,86;670,46;517,15;524,16;513,92;793,12
001.006.0002 - Inspeção de Produtos;001.0003 - Indenizações;126,93;71,23;158,48;119,41;122,4;85,21;152,89;150,43;139,51;91,65;141,58;87,14;138,21;225,13;130,67;129,74;153,84;121,98;161,04;157,08;152,5;167,61;126,61;273,57
001.006.0003 - Documentação Legal;001.0003 - Indenizações;59,1;27,34;79,76;49,2;66,39;51,97;74,9;88,58;81,41;49,28;81,03;52,37;76,23;119,24;73,05;53,59;62,22;55,74;80,77;93,95;66,94;87,82;56,73;150,11
001.007.0001 - Gerenciamento de Estoques;001.0003 - Indenizações;176,17;76,9;216,3;173,72;207,49;149,85;219,21;234,67;188,52;157,45;179,45;162,91;216,71;234,66;191,31;172,11;176,94;140,38;149,47;187,2;210,32;238,19;187,35;290,2
001.007.0002 - Transporte e Distribuição;001.0003 - Indenizações;136,22;84,18;182,63;125,31;188,59;122,25;172,19;209,86;185,81;145,65;156,53;123,88;182,37;245,57;174,02;174,8;152,98;100,63;183,8;178,03;181,75;193,32;172,52;339,71
001.007.0003 - Aquisição e Compras;001.0003 - Indenizações;100,34;44,95;88,17;70,8;100,32;64,52;92,14;119,93;102,87;82,75;102,87;57,33;74,8;119,58;102,94;83,47;100,5;80,02;97,36;104,13;92,52;99,08;87,23;195,65
001.007.0004 - Planejamento de Suprimentos;001.0003 - Indenizações;19,29;10,15;24,79;21,15;20,61;18,31;20,73;24,54;23,51;22,47;27,11;21,1;26,74;30,57;21,95;23,44;24,94;19,52;26,66;30,26;25,28;31,28;23,54;52,72
001.008.0001 - Suporte Técnico;001.0003 - Indenizações;241,85;152,53;260,8;204,32;231,9;236,33;313,72;340,08;316,52;228,8;259,34;177,48;227,83;490,96;226,82;220,39;235,68;187,08;250,71;285,86;291,55;361,18;252,25;580,56
001.008.0002 - Desenvolvimento de Software;001.0003 - Indenizações;218,85;84,39;197,84;142,08;239,17;122,83;210,93;235,85;205,26;148,36;170,6;152,63;203,62;356,02;208,34;181,67;165,47;179,65;240,78;212,69;221,12;225,04;241,71;319,15
001.008.0003 - Gerenciamento de Redes;001.0003 - Indenizações;162,99;69,15;157,4;137,3;124,88;95,46;157,85;190,41;135,82;137,24;119,45;88,43;133,28;198,23;124,58;153,98;162,31;109,05;119,56;198,97;133,42;166,35;161,66;314,4
001.008.0004 - Segurança da Informação;001.0003 - Indenizações;61,36;29,01;55,27;57,42;65,55;54,88;77,84;86,54;76,32;64,54;76,93;44,24;70,24;82,99;56,08;72,95;56,22;51,87;72,24;88,43;70,77;63,26;80,35;117,91
